gene_id	gene	product	protein_id	old_locus_tag	A1A_S7	A1B_S8	A1C_S9	A2A_S10	A2B_S11	A2C_S12	A3A_S13	A3B_S14	A3C_S15	C1A_S16	C1B_S17	C1C_S18	C2A_60ng_S19	C2B_100ng_S20	C2B_60ng_S21	C2C_100ng_S22	C2C_60ng_S23	C3A_100ng_S24	C3A_60ng_S25	C3B_60ng_S26	C3C_100ng_S27	C3C_60ng_S28	C4A_S29	C4B_S30	C4C_S31	C5A_S32	C5B_S33	C5C_S34	Mock_S35	P6A_S1	P6B_S2	P6C_S3	P7A_S4	P7B_S5	P7C_S6
TX50_RS01640		(2Fe-2S)-binding protein	WP_011131953.1		0	0	0	0	0	8	0	0	0	860	1409	616	317	717	594	1420	962	407	499	980	706	599	789	1052	1082	779	653	767	3	2176	2376	2369	866	642	833
TX50_RS01645	psbM	photosystem II reaction center protein PsbM	WP_011131954.1		0	0	0	0	0	0	0	0	0	1300	1790	829	173	771	389	1573	1113	121	220	968	313	230	308	450	483	570	167	274	0	2987	2453	2998	165	216	161
TX50_RS01650	prmC	peptide chain release factor N(5)-glutamine methyltransferase	WP_011131955.1		0	0	0	0	0	6	0	0	5	2431	5358	1645	410	1222	823	2663	2265	301	384	1876	445	287	645	744	672	1281	364	549	0	6885	5980	7948	238	299	233
TX50_RS01655		L-threonylcarbamoyladenylate synthase	WP_011131956.1		0	4	0	0	0	0	0	3	0	187	484	526	126	282	205	518	436	72	62	360	136	125	241	208	295	146	51	128	0	603	796	656	170	180	235
TX50_RS01665	minE	cell division topological specificity factor MinE	WP_011131957.1		3	0	0	0	0	0	0	0	0	270	703	1087	335	341	244	652	500	38	97	258	173	104	209	207	198	149	68	138	1	950	766	799	197	229	255
TX50_RS01670	minD	septum site-determining protein MinD	WP_011131958.1		0	2	1	0	1	4	0	1	0	1157	2593	3344	502	1879	1065	2965	2236	238	313	1271	410	311	698	593	1213	677	407	450	0	3068	3602	3229	996	1096	1396
TX50_RS01675		septum site-determining protein MinC	WP_011131959.1		1	0	1	0	0	1	0	1	0	48	166	62	40	61	30	83	42	7	23	51	37	16	31	47	32	47	11	38	0	185	197	148	29	33	47
TX50_RS01680		HD domain-containing protein	WP_011131960.1		0	0	1	1	0	0	1	0	1	173	381	268	127	159	121	291	192	35	39	130	47	37	103	61	72	84	28	76	0	540	492	464	49	111	84
TX50_RS01685		PDZ domain-containing protein	WP_011131961.1		0	0	0	0	3	10	2	0	0	3055	5138	4958	1768	3643	2657	6389	4983	746	1225	4480	1339	1146	1960	1270	1958	1567	696	1117	2	5604	5923	6430	1138	968	968
TX50_RS01690		cytochrome b6	WP_011131962.1		0	0	0	0	5	4	0	0	4	10583	20237	9481	3015	6769	4465	9958	7385	2220	1816	4130	1829	1569	3059	3056	2844	7441	3710	5248	4	24611	27767	26473	2147	1846	2233
TX50_RS01695	petD	cytochrome b6-f complex subunit IV	WP_011131963.1		4	5	0	1	0	0	0	1	0	8752	15609	11484	3750	6476	4023	9696	7414	1470	1590	3669	1942	1548	3222	2835	1776	5072	2355	3685	1	20928	23454	22359	6462	6324	4859
TX50_RS01700		glycoside hydrolase 100 family protein	WP_011131964.1		0	2	1	0	0	2	0	2	2	453	1072	2639	195	952	636	1672	1100	180	316	1165	512	479	726	621	1191	583	214	438	0	1402	1793	1452	2066	1840	2141
TX50_RS01730		DNA-formamidopyrimidine glycosylase	WP_011131965.1		0	5	0	0	0	2	0	0	0	808	1593	366	148	462	296	767	461	42	119	472	107	79	175	221	265	131	76	129	0	2038	1693	2015	41	37	29
TX50_RS01735		photosystem I reaction center subunit IV	WP_011131966.1		0	0	0	0	0	0	0	0	0	527	919	236	89	178	209	468	293	57	134	573	98	99	156	167	373	89	59	103	0	1387	922	1011	23	14	10
TX50_RS01740		LysM peptidoglycan-binding domain-containing protein	WP_011131967.1		0	1	0	0	0	3	1	0	3	455	856	391	162	282	186	376	453	27	40	211	47	25	96	95	39	50	7	61	0	858	562	937	25	47	19
TX50_RS01745		aldehyde dehydrogenase family protein	WP_011131968.1		0	0	0	0	0	0	0	0	2	399	848	261	134	287	165	508	369	26	41	230	56	50	182	128	149	94	40	87	0	1242	1133	1235	41	74	91
TX50_RS01750		rhomboid family intramembrane serine protease	WP_225866781.1		0	0	0	0	5	0	0	0	0	13	29	5	0	4	2	1	12	0	0	0	2	1	3	1	4	1	0	2	0	24	7	12	1	3	1
TX50_RS01755		GNAT family N-acetyltransferase	WP_011131970.1		1	0	0	0	5	0	0	0	2	170	300	439	63	245	185	428	332	120	133	359	217	144	221	241	436	328	191	230	0	355	542	556	354	367	612
TX50_RS01760		DUF3104 domain-containing protein	WP_011131971.1		0	0	0	0	0	0	0	0	0	27	68	1327	37	71	48	233	248	42	87	203	116	77	122	132	190	93	37	53	0	126	134	91	517	635	390
TX50_RS01765		hypothetical protein	WP_011131972.1		0	0	0	0	0	9	0	0	0	321	649	278	167	281	200	327	317	45	77	174	108	67	100	91	45	239	53	85	0	739	837	815	90	159	183
TX50_RS01770		plastoquinol terminal oxidase	WP_011131973.1		0	0	0	0	1	4	0	0	0	835	1095	23458	2750	9674	6309	11032	8607	3953	5542	19320	12727	11117	6723	2967	5419	2166	1323	1554	1	1116	1391	2114	17203	16687	17928
TX50_RS01775		hypothetical protein	WP_011131974.1		0	0	0	0	0	0	0	8	0	44	68	3376	43	299	201	518	388	39	83	252	80	40	99	171	191	108	53	38	0	101	118	89	954	914	427
TX50_RS01780		hypothetical protein	WP_036930939.1		0	0	0	0	0	0	0	0	0	147	150	12290	271	731	353	784	600	197	224	431	516	371	534	441	71	267	131	191	0	341	427	416	10442	15482	6844
TX50_RS01785		TIGR03894 family protein	WP_011131975.1		1	0	0	0	0	6	0	0	0	726	1848	7694	345	1037	645	2150	1654	364	477	2073	903	766	1088	837	1474	876	437	644	1	1937	1951	2239	3214	7849	4826
TX50_RS01790		hypothetical protein	WP_036930938.1		0	0	0	0	0	0	0	0	0	2177	3322	900	348	478	254	1220	782	94	60	103	54	65	116	221	117	256	166	135	0	5479	5744	5851	226	177	129
TX50_RS01795		NAD(P)/FAD-dependent oxidoreductase	WP_036930937.1		0	2	1	0	7	0	0	0	0	153	322	1563	184	909	610	1176	920	337	469	1026	863	717	674	776	1269	569	265	282	0	568	588	614	2657	3833	3986
TX50_RS01800		hypothetical protein	WP_011131977.1		0	0	0	1	0	1	0	0	0	156	282	364	104	222	181	363	301	33	76	290	122	77	158	173	188	134	81	127	0	390	318	437	157	315	178
TX50_RS01805		Nif11-like leader peptide family natural product precursor	WP_011131978.1		0	0	0	0	0	0	0	0	0	161	155	571	71	285	119	432	268	45	69	285	100	107	156	108	202	147	54	92	0	276	377	302	457	695	432
TX50_RS01810		hypothetical protein	WP_036930935.1		0	2	0	0	0	0	0	0	0	156	229	765	54	262	229	562	478	139	168	497	307	282	268	273	438	354	230	264	2	272	290	327	644	762	858
TX50_RS01815		hypothetical protein	WP_173027942.1		0	0	2	0	0	0	1	0	0	158	433	854	163	234	139	452	293	53	66	190	107	80	136	142	95	138	57	83	0	719	687	631	354	524	529
TX50_RS01820		TatA/E family twin arginine-targeting protein translocase	WP_011131980.1		0	0	0	0	0	0	0	0	0	334	838	937	59	398	247	720	616	52	83	454	150	101	171	130	226	229	86	119	1	960	601	843	402	638	482
TX50_RS01825		hypothetical protein	WP_011131981.1		0	0	0	0	0	0	0	0	0	58	208	144	29	123	88	151	136	9	34	123	42	36	85	78	63	97	27	26	0	193	203	251	62	120	54
TX50_RS01830		peroxiredoxin	WP_011131982.1		0	1	0	0	0	0	0	0	1	282	779	560	47	418	282	723	487	115	123	463	143	170	251	318	689	303	223	298	4	759	1021	980	247	238	373
TX50_RS01835		DUF4090 family protein	WP_036930987.1		0	0	0	1	0	0	0	0	0	244	634	132	39	116	41	215	140	20	32	159	38	42	52	85	104	130	30	80	0	683	791	693	41	39	46
TX50_RS01840		hypothetical protein	WP_011131984.1		0	0	0	0	0	0	0	3	0	43	276	187	150	190	180	406	312	375	528	928	713	613	470	539	805	646	256	308	1	372	274	367	731	860	1163
TX50_RS01845		hypothetical protein	WP_225866761.1		0	0	0	1	0	36	0	19	0	1272	3948	5563	2313	7628	4688	10566	7637	14624	24781	79746	40534	32145	15098	19515	34705	14957	7761	8863	6	4310	4053	4844	22871	32085	29753
TX50_RS01850	arfB	aminoacyl-tRNA hydrolase	WP_011131986.1		0	0	3	2	0	0	1	0	0	13	35	76	31	63	31	101	65	17	20	89	40	18	32	25	35	24	8	33	0	101	74	114	70	71	73
TX50_RS01855		DUF1651 domain-containing protein	WP_011131987.1		0	0	0	0	0	0	0	0	0	14	70	20	12	30	8	45	10	0	14	31	9	12	10	20	8	15	3	14	0	56	38	34	6	14	2
TX50_RS01860		hypothetical protein	WP_011131988.1		0	0	0	0	0	0	0	0	0	41	95	225	10	30	33	88	88	9	15	40	22	27	46	40	51	21	15	15	0	178	83	128	381	418	354
TX50_RS01865		CPBP family intramembrane metalloprotease	WP_011131989.1		0	9	0	0	0	0	0	2	0	73	124	117	37	50	59	123	100	16	14	63	29	22	30	35	70	49	21	40	1	135	168	171	89	74	79
TX50_RS01870		alpha-1,2-fucosyltransferase	WP_011131990.1		0	0	0	0	0	0	0	0	0	217	383	293	110	224	135	402	364	27	51	209	60	46	131	127	64	174	44	101	2	538	490	629	150	162	168
TX50_RS01875		glycosyltransferase family 2 protein	WP_036930932.1		0	1	1	0	0	0	1	0	4	88	169	137	36	110	76	177	120	6	22	94	20	23	67	48	90	59	11	21	1	205	190	266	66	130	101
TX50_RS01880		hypothetical protein	WP_225866762.1		0	4	0	0	0	0	0	0	0	52	152	70	23	82	58	87	61	9	23	68	12	13	39	53	64	26	11	14	0	184	188	161	9	41	27
TX50_RS01885		DUF1330 domain-containing protein	WP_011131992.1		0	0	0	0	0	0	0	0	0	93	215	167	26	75	37	193	133	22	51	174	48	26	88	62	63	58	20	52	0	228	254	247	58	93	75
TX50_RS01890		hypothetical protein	WP_036930930.1		0	0	0	0	0	0	0	0	0	147	329	283	80	238	156	330	324	35	51	229	92	102	94	127	220	135	34	64	0	464	395	412	108	161	122
TX50_RS01895	pip	prolyl aminopeptidase	WP_011131993.1		0	0	0	0	0	0	0	0	0	642	659	161	115	247	175	347	310	26	36	157	60	37	176	132	105	168	47	116	0	839	697	973	51	109	80
TX50_RS01900		TenA family protein	WP_011131994.1		0	0	0	0	0	0	0	0	0	66	138	66	25	88	52	55	83	15	6	44	21	6	36	22	40	65	24	19	0	201	229	181	35	40	28
TX50_RS01905	thiD	bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase	WP_011131995.1		0	0	0	0	2	5	0	12	0	82	218	99	57	86	69	184	83	22	25	116	49	24	63	78	84	58	35	82	0	270	308	275	101	124	133
TX50_RS01910		cupin domain-containing protein	WP_011131997.1		0	0	1	0	0	0	0	0	0	77	193	446	22	193	93	650	432	62	69	276	127	77	72	128	121	124	56	69	0	157	255	219	188	616	545
TX50_RS01915		hypothetical protein	WP_011131998.1		0	3	0	0	0	0	0	4	0	40	101	54	22	41	32	73	92	7	13	76	27	34	38	47	47	24	23	38	0	103	121	97	61	114	115
TX50_RS01920		hypothetical protein	WP_036930928.1		0	0	0	1	0	0	0	0	0	8	2	5	0	4	1	1	4	0	4	2	1	1	0	4	1	0	0	1	0	5	0	9	2	6	5
TX50_RS01925		winged helix DNA-binding protein	WP_011132000.1		0	0	2	0	0	0	0	0	0	107	159	669	51	276	164	459	287	125	129	506	265	253	204	189	361	128	86	100	0	229	207	273	257	479	495
TX50_RS01930		hypothetical protein	WP_036930926.1		0	0	0	0	0	0	0	0	0	6	28	1358	24	61	38	266	168	16	23	72	20	44	12	21	72	10	7	18	0	39	26	32	862	1567	1230
TX50_RS01935		DUF3303 domain-containing protein	WP_011132001.1		0	0	0	5	0	1	0	0	0	1070	1552	8503	325	2663	1644	3873	2585	176	433	1169	467	370	580	623	1033	677	331	399	1	2450	2616	2221	2795	2832	2354
TX50_RS01940		DsrE family protein	WP_011132002.1		0	0	0	0	0	3	0	1	0	261	523	3981	285	1264	948	1548	1144	134	227	658	317	303	387	417	538	459	320	288	1	651	674	555	1719	1519	1287
TX50_RS01945		type-1 copper (blue) domain-containing protein	WP_011132003.1		0	3	4	0	0	0	0	0	0	202	500	671	139	400	213	590	376	107	213	500	389	376	346	423	426	318	165	213	0	632	656	616	339	431	388
TX50_RS01950		antibiotic biosynthesis monooxygenase	WP_011132004.1		0	0	0	0	0	0	0	0	0	1198	2568	1925	287	1413	820	2028	1545	149	173	437	134	92	271	296	223	369	166	222	0	2969	2846	2777	515	418	563
TX50_RS01955		DUF3303 domain-containing protein	WP_011132005.1		0	0	0	0	8	8	0	0	0	2023	3700	10498	2905	4019	2780	4972	3836	1094	876	1155	1070	806	1136	937	492	1136	669	890	0	4757	3665	5062	4817	6008	5462
TX50_RS01960		hypothetical protein	WP_036930923.1		0	0	0	0	0	0	0	0	0	26	120	72	222	156	122	162	196	563	918	1709	1423	1215	562	661	429	777	390	379	1	254	110	197	86	80	99
TX50_RS01965		hypothetical protein	WP_036930922.1		0	0	0	0	0	0	0	0	0	56	41	198	17	47	48	115	84	10	63	184	93	67	86	75	214	22	27	7	0	63	78	70	64	104	145
TX50_RS01970		ABC transporter substrate-binding protein	WP_225866782.1		0	0	1	0	2	44	1	14	0	5594	3593	197235	6723	40332	26067	116886	84748	12903	12084	42124	25578	21596	19579	32342	22107	40874	29291	29126	13	14550	14470	10125	130169	183766	184429
TX50_RS01975	ntrB	nitrate ABC transporter permease	WP_011132008.1		0	0	0	0	0	9	0	1	6	2264	984	22473	1244	5615	3315	11920	10107	1071	1106	3042	1945	1722	3800	4125	1846	7632	3680	5345	4	2440	2809	2757	13062	22937	19474
TX50_RS01980		ABC transporter ATP-binding protein	WP_011132009.1		0	2	0	1	0	1	0	0	0	381	331	1848	247	546	398	1010	883	171	202	530	281	234	530	568	817	733	416	766	0	474	517	461	913	1545	1627
TX50_RS01985	cynS	cyanase	WP_011132010.1		0	0	0	1	0	21	3	0	0	4629	3003	7297	871	7332	4676	11242	9125	1368	1457	5997	2348	1910	4063	4013	2802	6726	3676	4825	0	3118	2960	2952	1393	2149	1968
TX50_RS01990		TatA/E family twin arginine-targeting protein translocase	WP_011132011.1		0	0	1	0	0	0	0	0	0	0	7	266	6	1	9	64	43	8	2	17	6	5	8	4	17	74	1	11	0	18	9	10	233	536	382
TX50_RS01995		hypothetical protein	WP_011132012.1		0	0	1	0	0	0	0	0	0	61	74	62	19	39	21	55	33	9	10	26	22	8	33	27	2	89	20	88	1	48	55	66	22	39	59
TX50_RS02000		LPS export ABC transporter periplasmic protein LptC	WP_011132013.1		0	0	0	0	0	3	0	0	0	705	1060	938	313	726	462	1271	1082	93	99	430	135	83	318	228	210	348	169	177	1	1130	1223	1519	215	401	343
TX50_RS02005		hypothetical protein	WP_011132014.1		0	0	0	3	0	0	0	0	0	561	1171	1555	212	995	576	1356	1051	101	110	448	166	113	247	174	266	288	116	206	0	1316	1344	1486	395	333	461
TX50_RS02010		DUF3303 family protein	WP_011132015.1		0	0	0	0	0	5	0	0	0	1525	1805	2551	247	1581	1019	1684	1237	140	173	715	283	229	469	321	875	219	166	261	0	1840	1691	2247	1030	737	1138
TX50_RS02015		hypothetical protein	WP_036930920.1		0	0	0	0	0	0	0	0	0	103	237	125	97	67	73	122	68	21	21	79	42	33	67	62	59	26	21	46	1	260	214	231	46	50	67
TX50_RS02020		DUF3303 family protein	WP_011132016.1		0	3	0	2	0	0	0	0	0	302	389	352	116	288	251	502	402	70	57	346	110	81	180	158	249	140	121	166	0	479	548	609	127	134	177
TX50_RS02025		nuclear transport factor 2 family protein	WP_011132017.1		0	0	0	0	0	0	0	0	0	59	129	105	41	111	82	124	92	11	53	125	68	83	99	95	150	129	46	77	0	159	106	140	22	41	32
TX50_RS02030		hypothetical protein	WP_036930919.1		0	0	0	0	0	0	0	0	0	80	153	526	37	155	81	237	177	13	10	79	9	15	51	52	52	23	10	14	0	258	288	267	58	74	59
TX50_RS02035		hypothetical protein	WP_011132019.1		0	0	0	0	4	0	0	5	0	222	387	531	829	614	519	684	623	59	47	92	53	45	198	111	46	240	99	241	0	434	325	478	169	235	200
TX50_RS02040		hypothetical protein	WP_036930917.1		0	0	0	0	0	0	0	0	0	8	22	16	17	21	17	33	22	5	14	29	11	22	29	10	39	68	5	19	0	25	40	45	18	20	12
TX50_RS02045		SIMPL domain-containing protein	WP_011132020.1		0	0	0	0	10	21	0	1	5	2769	2750	7024	9436	11628	7465	16750	12756	714	544	1419	725	585	3574	1771	407	4425	2798	5631	0	3176	3654	3543	2796	3110	2842
TX50_RS02050		GIY-YIG nuclease family protein	WP_011132021.1		0	2	4	0	2	0	2	1	0	195	278	365	124	203	129	319	236	93	94	299	118	117	225	195	301	106	76	173	2	485	476	550	142	228	203
TX50_RS02055		Eco57I restriction-modification methylase domain-containing protein	WP_036930916.1		0	0	4	0	0	2	0	3	0	169	267	614	73	277	156	345	247	43	96	523	183	183	372	288	462	77	50	125	0	368	378	434	147	204	163
TX50_RS02060		hypothetical protein	WP_011132022.1		0	0	0	0	0	0	0	0	3	2	29	68	16	19	8	41	33	2	6	23	8	6	21	12	20	12	1	9	0	47	46	47	26	18	20
TX50_RS02070		hypothetical protein	WP_042116016.1		0	0	0	0	0	0	0	0	0	34	95	36	13	30	21	45	64	4	11	48	9	3	14	13	18	5	9	11	0	96	81	121	31	8	14
TX50_RS02085	aroQ	type II 3-dehydroquinate dehydratase	WP_011132023.1		0	0	0	0	0	0	0	0	0	516	1177	1461	191	646	464	931	890	147	114	437	188	145	381	337	506	448	269	382	0	1442	1701	1515	747	900	902
TX50_RS02090		tRNA-(ms[2]io[6]A)-hydroxylase	WP_011132024.1		0	0	0	0	0	0	0	0	0	301	649	913	73	293	209	587	383	59	65	347	122	107	284	192	357	249	109	138	0	813	1209	980	265	335	403
TX50_RS02095	cobI	precorrin-2 C(20)-methyltransferase	WP_011132025.1		0	0	0	0	0	0	1	0	0	70	134	127	38	45	20	92	107	31	11	53	20	24	47	45	56	64	22	37	0	202	237	216	73	99	60
TX50_RS02100		DUF1823 family protein	WP_011132026.1		0	0	0	0	0	1	0	0	0	37	79	132	29	61	13	89	45	9	9	71	29	24	47	39	49	24	2	12	0	159	99	170	34	76	44
TX50_RS02105	der	ribosome biogenesis GTPase Der	WP_011132027.1		0	0	0	3	5	17	0	4	0	213	383	941	102	468	311	788	564	120	165	942	388	363	629	461	1136	301	172	278	0	450	652	635	401	488	612
TX50_RS02110		energy-coupling factor transporter transmembrane protein EcfT	WP_011132028.1		0	0	0	0	6	1	0	0	0	55	107	102	11	64	31	112	76	12	26	125	36	24	55	51	93	55	26	40	0	98	119	149	67	75	105
TX50_RS02115		DUF3539 family protein	WP_011132029.1		3	0	0	0	0	0	0	0	0	47	167	205	21	90	57	151	90	4	13	92	29	7	38	61	109	30	11	32	0	208	190	240	87	75	72
TX50_RS02120		YggS family pyridoxal phosphate-dependent enzyme	WP_011132030.1		0	0	1	0	0	0	0	6	0	85	254	292	57	48	29	146	104	22	35	75	23	13	39	36	81	39	21	35	0	254	262	300	141	77	106
TX50_RS02125		cell division protein SepF	WP_011132031.1		1	0	0	1	0	0	0	0	0	3301	8571	13932	1207	5482	3736	10301	7361	650	1264	4202	1145	1045	3517	1954	2696	2280	1072	2122	6	9327	10225	10175	2345	2180	1647
TX50_RS02130	proC	pyrroline-5-carboxylate reductase	WP_011132032.1		2	0	4	6	7	3	0	1	0	720	1970	2846	481	967	715	2043	1546	166	165	603	198	204	624	382	422	483	229	553	3	2055	2631	2514	671	718	535
TX50_RS02135		glycosyltransferase family 4 protein	WP_011132033.1		0	0	0	0	0	0	0	0	2	260	494	281	182	238	137	288	175	46	65	186	70	74	146	120	121	103	46	71	0	915	1023	869	134	150	138
TX50_RS02140	recO	DNA repair protein RecO	WP_011132034.1		0	0	0	0	0	0	1	0	0	152	287	261	117	157	91	188	183	63	58	233	47	89	109	89	117	64	50	82	1	359	393	393	187	168	180
TX50_RS02145		2-deoxyribose-5-phosphate aldolase	WP_011132035.1		0	0	0	0	0	0	0	0	0	366	916	159	62	126	118	193	202	21	13	99	26	18	57	33	4	114	25	49	0	924	655	918	19	33	13
TX50_RS02150	raiA	ribosome-associated translation inhibitor RaiA	WP_011132036.1		0	0	0	0	0	2	0	8	0	2484	4481	1871	680	1602	976	2734	2111	226	294	1389	304	250	676	558	271	765	268	521	0	5179	4633	5377	203	204	135
TX50_RS02155	lipB	lipoyl(octanoyl) transferase LipB	WP_011132037.1		0	0	0	0	0	3	0	0	0	14	53	57	7	25	7	36	34	16	5	38	8	16	24	16	25	12	19	13	0	65	62	71	50	43	22
TX50_RS02160		AMP-binding protein	WP_011132038.1		1	0	0	0	0	0	0	0	0	279	690	250	113	235	148	383	245	47	72	299	78	76	210	142	181	110	79	108	1	790	1012	951	160	232	190
TX50_RS02165		YlqD family protein	WP_011132039.1		0	2	0	0	0	2	0	0	0	3962	7448	4828	778	2800	1821	4933	3918	434	507	2260	572	428	1195	1044	1119	1384	749	1002	0	8508	7864	8201	961	972	862
TX50_RS02170		hypothetical protein	WP_011132040.1		2	2	0	0	0	0	0	0	0	10	41	34	25	13	18	16	30	14	12	20	15	11	19	17	19	27	4	10	0	58	70	56	14	42	25
TX50_RS02175		hypothetical protein	WP_036930912.1		0	0	2	0	0	0	0	0	0	28	64	94	4	63	31	136	60	25	22	89	49	31	47	44	123	52	17	20	0	53	110	82	48	64	64
TX50_RS02180		2-oxo acid dehydrogenase subunit E2	WP_011132041.1		0	0	0	1	1	10	1	0	0	3754	7186	5425	1075	3327	2048	6420	5012	741	1115	4266	1741	1416	2895	2057	4052	2328	1359	2141	2	8533	10801	9993	2432	3167	3718
TX50_RS02185	queA	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	WP_011132042.1		0	1	0	0	0	1	0	2	2	122	244	132	96	70	81	162	125	6	37	126	26	28	67	90	47	133	28	58	0	312	349	365	91	145	134
TX50_RS02190	cysK	cysteine synthase A	WP_011132043.1		0	0	0	2	2	51	0	2	0	14642	22918	38672	12024	24284	17474	32574	22109	5425	11508	23029	16033	14141	20286	17718	12362	9673	6001	8398	26	29594	35978	31516	19651	18900	18510
TX50_RS02195		PLP-dependent transferase	WP_011132044.1		0	6	0	0	0	5	4	4	0	118	411	197	220	157	93	180	173	44	61	129	82	65	109	119	86	116	60	121	2	512	534	568	107	112	89
TX50_RS02200		PLP-dependent aspartate aminotransferase family protein	WP_011132045.1		0	0	0	0	4	1	0	0	0	1172	3475	644	1214	967	670	1288	1130	236	213	921	308	252	562	455	217	622	275	565	1	3817	4340	4473	345	533	497
TX50_RS02205	rpsD	30S ribosomal protein S4	WP_011132046.1		3	0	0	0	0	55	0	9	0	14369	38506	11813	10144	16645	10447	25479	20614	6622	5353	23865	6925	5733	7977	6797	4794	9690	6450	8378	2	49695	57065	48174	5182	6906	8008
TX50_RS02210	yidD	membrane protein insertion efficiency factor YidD	WP_011132047.1		0	3	0	0	0	0	0	0	0	172	255	320	68	200	155	340	218	20	42	237	95	63	132	113	189	86	33	54	0	569	442	539	184	254	239
TX50_RS02215		glutaredoxin family protein	WP_011132048.1		0	0	0	0	0	8	0	0	1	288	561	622	103	325	174	581	511	95	87	324	114	100	184	190	234	196	119	118	0	774	996	1004	592	529	697
TX50_RS02220		UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase	WP_011132049.1		0	3	4	0	1	1	0	0	0	47	204	94	59	85	75	121	91	22	30	77	60	44	78	83	80	42	37	56	0	198	217	199	99	108	80
TX50_RS02225		SDR family NAD(P)-dependent oxidoreductase	WP_011132050.1		4	0	0	0	0	0	0	0	0	50	105	81	36	91	49	80	54	15	33	65	37	36	46	82	51	38	14	32	1	145	148	136	77	102	78
TX50_RS02230		aminotransferase class V-fold PLP-dependent enzyme	WP_011132051.1		0	0	0	0	0	8	2	0	0	279	997	191	569	310	156	293	290	40	54	81	18	26	140	67	95	107	49	131	1	910	636	1379	80	85	70
TX50_RS02235		methyltransferase domain-containing protein	WP_011132052.1		0	0	0	0	0	8	0	0	0	818	2231	688	731	898	610	1410	1060	146	187	789	329	333	463	454	535	620	273	361	0	2166	1898	2855	208	239	221
TX50_RS02240		DUF4278 domain-containing protein	WP_071812982.1		3	4	1	0	0	60	0	10	0	7719	11915	9139	7656	30370	20209	39799	30615	39563	59951	231084	95820	73989	48233	57331	109211	30988	20032	22413	3	7565	23179	26450	3039	6335	12396
TX50_RS02245		hypothetical protein	WP_225866763.1		0	0	0	0	2	0	0	0	0	273	1184	328	68	229	104	306	335	36	27	156	25	27	73	79	75	167	51	64	0	1513	784	1120	47	39	30
TX50_RS02250		NifU family protein	WP_011132054.1		0	0	0	0	0	0	0	0	0	717	1127	1854	136	1207	727	1732	1339	131	268	1273	461	388	564	504	1274	448	143	370	0	1227	1307	1623	373	467	476
TX50_RS02255		malate:quinone oxidoreductase	WP_011132055.1		0	0	2	0	0	5	0	4	3	179	513	1199	229	303	190	510	395	147	133	408	237	186	333	236	274	278	147	228	2	688	576	699	909	1485	1420
TX50_RS02260	lepA	translation elongation factor 4	WP_011132056.1		0	0	0	0	1	0	0	0	5	217	525	470	76	382	192	601	415	217	238	627	308	274	491	552	1015	476	218	378	1	730	1015	942	473	740	756
TX50_RS02265		ABC transporter permease	WP_036930981.1		3	0	1	0	0	1	0	0	0	144	433	620	88	220	172	370	384	54	63	216	81	71	114	110	128	129	53	133	0	515	586	561	268	289	258
TX50_RS02270		RNA methyltransferase	WP_011132058.1		4	0	0	1	0	0	0	0	0	71	126	171	132	125	53	204	156	68	38	119	71	57	155	105	102	137	38	65	0	216	213	238	372	349	184
TX50_RS02275		hypothetical protein	WP_036930908.1		0	0	0	0	0	0	0	0	0	34	207	37	18	39	52	100	80	5	29	221	72	67	92	65	284	61	12	26	0	198	100	146	6	8	16
TX50_RS02280		DUF393 domain-containing protein	WP_011132059.1		0	0	0	0	0	0	0	0	0	132	523	148	107	96	85	166	149	13	23	159	68	67	98	121	176	153	46	95	0	563	373	470	42	94	75
TX50_RS02285		TIGR03643 family protein	WP_011132060.1		0	0	0	0	0	0	0	0	0	10	45	6	9	16	9	28	43	4	6	58	18	35	35	23	56	37	4	15	0	56	35	71	17	9	13
TX50_RS02290		cryptochrome/photolyase family protein	WP_011132061.1		0	4	0	0	0	3	1	0	0	68	131	91	25	78	50	100	78	31	41	83	41	29	63	70	129	65	59	49	0	156	204	204	37	72	53
TX50_RS02300		16S rRNA (cytosine(967)-C(5))-methyltransferase	WP_011132062.1		0	0	0	4	0	0	0	0	0	94	299	207	112	174	103	212	159	273	280	373	275	298	278	269	66	322	193	208	0	358	448	406	495	1423	1197
TX50_RS02305		transglycosylase domain-containing protein	WP_011132063.1		0	0	0	1	3	7	0	0	0	135	426	199	155	168	69	212	158	31	50	123	58	61	103	126	60	85	23	69	0	416	693	573	117	115	116
TX50_RS02310	chlG	chlorophyll synthase ChlG	WP_011132064.1		0	0	0	0	0	3	0	0	2	1966	4886	1188	533	1329	815	2168	1689	255	307	1705	373	298	784	649	863	882	400	699	0	6186	7506	6862	302	342	456
TX50_RS02315		DUF2862 domain-containing protein	WP_011132065.1		0	0	0	4	0	1	0	0	0	825	1239	617	199	866	493	1136	967	76	247	1214	390	316	548	497	719	360	96	129	0	1842	1344	1973	77	123	79
TX50_RS02320	hisF	imidazole glycerol phosphate synthase subunit HisF	WP_011132066.1		0	2	2	2	0	0	0	0	0	219	401	288	69	226	201	381	305	52	80	378	94	91	114	153	268	95	34	81	0	467	618	715	142	109	99
